Account,trade_date,sentiment_binary,daily_pnl,avg_pnl_per_trade,pnl_volatility,num_trades,total_volume,avg_trade_size,total_fees,buy_ratio,win_rate,net_pnl,volume_segment,frequency_segment,performance_segment
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-02,Greed,76710.0,7671.0,12601.782053941179,10,1858470.0,185847.0,92.923496,0.9,0.9,76617.076504,High Volume,Infrequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-03,Fear,101011.685664,120.39533452205006,1727.5898244164778,839,19794543.66,23593.019856972587,2355.038296,0.4171632896305125,0.30512514898688914,98656.647368,High Volume,Infrequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-04,Greed,375620.270243,707.3828064839925,4706.059084117009,531,5616220.88,10576.687156308852,704.19937,0.20903954802259886,0.15630885122410546,374916.070873,High Volume,Infrequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-10,Fear,55086.0,1147.625,3845.1429789897975,48,1537560.0,32032.5,0.0,0.3333333333333333,0.3333333333333333,55086.0,High Volume,Infrequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-25,Fear,115445.395538,527.1479248310502,3326.4800903193827,219,2898197.14,13233.776894977169,555.888761,0.4246575342465753,0.4246575342465753,114889.506777,High Volume,Infrequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-02-28,Fear,115287.0,2096.1272727272726,15545.295908759957,55,1372739.97,24958.908545454546,137.273975,0.01818181818181818,0.01818181818181818,115149.726025,High Volume,Infrequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-01,Fear,9482.221441,210.7160320222222,188.17603173932767,45,134360.89,2985.797555555556,6.71802,0.8,0.8,9475.503421,High Volume,Infrequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-03-03,Fear,533974.662903,833.0337954804993,2408.864768709008,641,5365898.24,8371.136099843994,268.294625,0.8424336973478939,0.8424336973478939,533706.368278,High Volume,Infrequent,Inconsistent
0x083384f897ee0f19899168e3b1bec365f52a9012,2025-04-12,Fear,307855.80341,9930.832368064515,29916.431926603156,31,666240.85,21491.640322580646,66.62407,1.0,1.0,307789.17934,High Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-11-30,Greed,11715.94323,213.01714963636365,330.60821813251624,55,135847.3,2469.9509090909087,34.68082399,0.14545454545454545,0.8363636363636363,11681.26240601,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-01,Greed,0.0,0.0,0.0,1,0.06,0.06,0.0,0.0,0.0,0.0,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-06,Greed,0.0,0.0,0.0,34,48513.58,1426.8700000000001,1.31668822,1.0,0.0,-1.31668822,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-07,Greed,3515.031065,135.1935025,453.1311388834703,26,52028.630000000005,2001.101153846154,5.2028479999999995,0.0,0.9615384615384616,3509.828217,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-09,Greed,0.0,0.0,0.0,46,52066.88,1131.888695652174,1.4383267,1.0,0.0,-1.4383267,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-10,Greed,2517.787385,39.340427890625,44.059822504299866,64,54584.72,852.88625,19.104602,0.0,0.984375,2498.682783,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-18,Greed,1613.165903,27.341794966101695,162.59337598882672,59,112897.91,1913.523898305085,20.81460217,0.7457627118644068,0.2542372881355932,1592.3513008300001,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-19,Greed,0.0,0.0,0.0,1,0.11,0.11,0.0,0.0,0.0,0.0,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2024-12-20,Greed,1245.51851,36.63289735294118,51.051122057241855,34,341740.77999999997,10051.199411764705,119.60926,0.38235294117647056,0.6176470588235294,1125.9092500000002,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-13,Greed,0.0,0.0,0.0,13,36997.54,2845.9646153846156,61.51029,1.0,0.0,-61.51029,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-17,Greed,4493.232479,264.30779288235294,711.5510347327198,17,41490.68,2440.6282352941175,14.521732,0.0,1.0,4478.710747,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-18,Greed,1047.030992,26.84694851282051,83.95888478614349,39,84021.26999999999,2154.3915384615384,89.144541,0.2564102564102564,0.717948717948718,957.886451,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-19,Greed,4842.054317,39.04882513709678,86.15032945937524,124,272092.55,2194.294758064516,124.96169717000001,0.3467741935483871,0.6451612903225806,4717.09261983,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-24,Greed,1693.493165,4.99555505899705,9.085285890561135,339,588968.28,1737.369557522124,108.05738221,0.415929203539823,0.584070796460177,1585.43578279,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-25,Greed,4221.156399,78.16956294444445,549.3257111056738,54,129509.91,2398.331666666667,24.25559825,0.9259259259259259,0.07407407407407407,4196.900800750001,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-27,Greed,0.0,0.0,0.0,44,66856.49,1519.465681818182,1.05928092,1.0,0.0,-1.05928092,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-28,Greed,6899.2458320000005,123.20081842857144,138.1907936759193,56,73755.74,1317.0667857142857,25.814472,0.0,1.0,6873.4313600000005,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-29,Greed,0.0,0.0,0.0,46,73735.48,1602.9452173913044,1.16815524,1.0,0.0,-1.16815524,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-01-30,Greed,7372.485101,134.04518365454547,146.65833505944818,55,81107.93000000001,1474.6896363636365,28.387735,0.0,1.0,7344.097366,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-01,Greed,1162.002541,14.897468474358975,47.09706615613972,78,163388.11,2094.719358974359,29.90369878,0.6794871794871795,0.32051282051282054,1132.09884222,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-02,Greed,6352.452613,12.28714238491296,55.0118349778375,517,1443682.0,2792.42166344294,487.25693852,0.5222437137330754,0.4506769825918762,5865.19567448,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-25,Fear,-6820.76955,-6820.76955,0.0,1,82910.81,82910.81,29.018782,0.0,0.0,-6849.788332,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-02-28,Fear,0.0,0.0,0.0,52,76066.87,1462.824423076923,1.35322108,1.0,0.0,-1.35322108,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-03,Fear,2480.902379,22.55365799090909,95.20267591801426,110,219900.91,1999.099181818182,53.50649472,0.5454545454545454,0.45454545454545453,2427.3958842800002,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-04,Fear,-3169.3554679999997,-48.759314892307685,372.4800486094771,65,114173.17,1756.5103076923076,20.67737314,0.8461538461538461,0.0,-3190.0328411399996,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-07,Fear,0.0,0.0,0.0,37,55481.42,1499.4978378378378,1.26292469,1.0,0.0,-1.26292469,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-08,Fear,2099.019688,44.65999336170213,55.84318281453452,47,57580.5,1225.1170212765958,20.153151,0.0,1.0,2078.866537,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-09,Fear,656.540742,10.1006268,11.914657863151925,65,173973.68,2676.518153846154,22.11483517,0.12307692307692308,0.8769230769230769,634.42590683,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-10,Fear,-1065.797583,-20.109388358490566,344.3677699833401,53,176292.61,3326.2756603773582,41.25995296,0.018867924528301886,0.9622641509433962,-1107.05753596,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-12,Fear,1591.753271,30.03308058490566,40.64570560406076,53,115769.39,2184.328113207547,20.961068,0.018867924528301886,0.9811320754716981,1570.792203,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-28,Fear,0.0,0.0,0.0,42,61324.83,1460.115,1.54451693,1.0,0.0,-1.54451693,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-29,Fear,-5018.466447,-51.73676749484536,72.44897659131982,97,56306.5,580.479381443299,19.707219000000002,0.0,0.0,-5038.173666,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-03-31,Fear,716.143949,4.620283541935484,9.688391041261546,155,113285.54,730.8744516129032,20.92763202,0.4645161290322581,0.535483870967742,695.21631698,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-03,Fear,0.0,0.0,0.0,1,54768.6,54768.6,0.456405,1.0,0.0,-0.456405,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-15,Fear,0.0,0.0,0.0,1,16.37,16.37,0.00035346,1.0,0.0,-0.00035346,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-16,Fear,-95.985744,-1.0907470909090908,1.8643821567499947,88,68679.46,780.4484090909092,24.037758,0.0,0.011363636363636364,-120.023502,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-17,Fear,-133.41237,-1.06729896,3.3819385878379853,125,91365.76,730.92608,31.977951,0.48,0.16,-165.390321,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-18,Fear,951.934443,1.3816174789550073,3.171378759769235,689,528313.42,766.7829027576198,129.33009467,0.4528301886792453,0.43686502177068215,822.60434833,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-19,Fear,371.503,0.9039002433090024,1.4520918246343064,411,226906.97,552.0850851581508,51.02067149,0.29683698296836986,0.7226277372262774,320.48232851,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-20,Fear,-1892.58947,-3.138622669983416,20.398335281026068,603,581052.14,963.6022222222223,119.87578636,0.4925373134328358,0.4129353233830846,-2012.4652563599998,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-21,Fear,3434.689308,35.40916812371134,56.63680599010865,97,86106.24,887.6931958762888,30.137128,0.0,1.0,3404.55218,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-23,Greed,2654.14315,4.672787235915493,57.32947001774018,568,1472966.88,2593.2515492957746,197.963062,0.3855633802816901,0.5915492957746479,2456.180088,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-24,Greed,1867.252909,2.7459601602941177,15.153459949767583,680,1142252.43,1679.7829852941175,188.105048,0.5088235294117647,0.48970588235294116,1679.147861,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-25,Greed,1969.39321,5.967858212121212,42.16113861844137,330,1248337.1199999999,3782.839757575757,197.03662328000001,0.4909090909090909,0.12121212121212122,1772.35658672,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-26,Greed,-4648.8710550000005,-13.754056375739646,33.09064462395366,338,96183.93,284.5678402366864,16.916102,0.0,0.0,-4665.787157000001,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-27,Greed,0.0,0.0,0.0,67,96167.16,1435.3307462686569,0.267131,1.0,0.0,-0.267131,Low Volume,Infrequent,Inconsistent
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,2025-04-30,Greed,5179.772745,62.40690054216868,81.26284790253337,83,101346.88,1221.0467469879518,30.404024,0.0,1.0,5149.368721,Low Volume,Infrequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2024-11-29,Greed,1584.342755,1584.342755,0.0,1,1584.35,1584.35,0.53234,0.0,1.0,1583.810415,High Volume,Infrequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2024-12-05,Greed,208.81746,52.204365,61.50201732292121,4,158123.95,39530.9875,34.129711,0.75,0.75,174.687749,High Volume,Infrequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-09,Fear,16706.884912,20.96221444416562,97.45225249813272,797,4886973.24,6131.710464240904,1181.135135,0.3450439146800502,0.37641154328732745,15525.749777,High Volume,Infrequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-10,Fear,13264.043303999999,39.12697139823008,136.6140502948754,339,7423746.26,21898.95651917404,2463.061921,0.6814159292035398,0.5575221238938053,10800.981382999998,High Volume,Infrequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-19,Fear,5942.547242,18.985773936102234,71.30261056835265,313,2716221.67,8678.024504792333,720.081313,0.12779552715654952,0.12779552715654952,5222.465929,High Volume,Infrequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-20,Fear,8277.307357,9.591317910776361,26.18946387617772,863,2657908.25,3079.8473348783314,615.664567,0.4843568945538818,0.49130938586326767,7661.64279,High Volume,Infrequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-21,Fear,2638.012587,7.47312347592068,28.382400345724765,353,693974.34,1965.9329745042492,118.03440499999999,0.17280453257790368,0.17280453257790368,2519.9781820000003,High Volume,Infrequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-23,Greed,-108176.9187,-230.6544108742004,1507.3880539467766,469,9394438.39,20030.785479744136,2487.052566,0.5031982942430704,0.14072494669509594,-110663.971266,High Volume,Infrequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-24,Greed,8157.112326,116.53017608571429,219.44137601496047,70,1092249.57,15603.565285714287,273.237342,0.9571428571428572,0.9428571428571428,7883.874984,High Volume,Infrequent,Inconsistent
0x271b280974205ca63b716753467d5a371de622ab,2025-04-25,Greed,0.0,0.0,0.0,1,0.17,0.17,0.0,0.0,0.0,0.0,High Volume,Infrequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-16,Greed,159.100072,1.7107534623655916,6.780094076536799,93,34754.56,373.7049462365591,10.268876,0.5268817204301075,0.17204301075268819,148.831196,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-17,Greed,161.289904,1.6977884631578948,6.753129743286976,95,33584.67,353.5228421052631,10.251629,0.47368421052631576,0.35789473684210527,151.038275,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-18,Greed,147.410285,0.9099400308641975,4.117402089632765,162,108044.6,666.941975308642,37.465806,0.4382716049382716,0.41358024691358025,109.94447899999999,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-19,Greed,233.36546,1.0956124882629108,6.7631669880422525,213,190840.29,895.9638028169014,66.816663,0.539906103286385,0.48826291079812206,166.548797,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-20,Greed,-316.245208,-0.7770152530712531,10.989780222457963,407,874868.16,2149.553218673219,298.312315,0.4619164619164619,0.3464373464373464,-614.557523,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-21,Greed,780.001314,1.748881869955157,8.621927489264287,446,325137.18,729.007130044843,111.648962,0.5,0.34977578475336324,668.352352,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-22,Greed,141.21958999999998,0.32614224018475746,4.417601884105496,433,182730.29,422.0099076212471,62.202151,0.48036951501154734,0.3117782909930716,79.01743899999998,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-23,Greed,673.6312,4.318148717948718,10.987718995090386,156,52019.64,333.45923076923077,17.776025,0.48717948717948717,0.40384615384615385,655.855175,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-24,Greed,108.321127,1.5698714057971015,2.737019758982232,69,13851.0,200.7391304347826,4.469844,0.782608695652174,0.42028985507246375,103.85128300000001,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-25,Greed,464.281002,2.06347112,10.031006223383002,225,72982.65,324.3673333333333,24.451253,0.4711111111111111,0.4222222222222222,439.829749,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-26,Greed,-508.290641,-2.342353184331797,17.201970801420483,217,219729.39,1012.5778341013826,75.523391,0.5852534562211982,0.35023041474654376,-583.814032,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-27,Greed,193.66415899999998,1.1459417692307692,20.8955233262667,169,187730.65,1110.83224852071,62.761001,0.40828402366863903,0.4378698224852071,130.903158,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-28,Greed,165.532644,0.7996746086956522,5.858901507890781,207,195837.9,946.0768115942029,67.285783,0.5603864734299517,0.37681159420289856,98.24686100000001,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-29,Greed,9551.73423,46.36764189320388,211.1341232266989,206,80123.45,388.948786407767,29.21348375,0.4223300970873786,0.44660194174757284,9522.52074625,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-30,Greed,5590.528248,36.30213148051948,128.21920928129296,154,48590.47,315.52253246753247,17.77266812,0.38961038961038963,0.461038961038961,5572.7555798799995,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-01,Greed,4458.25495,23.099766580310877,59.690568486219505,193,47695.56,247.12725388601035,16.10546943,0.34196891191709844,0.5025906735751295,4442.1494805699995,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-02,Greed,1283.846047,9.170328907142856,25.57531452202374,140,19651.71,140.36935714285713,6.30947724,0.5,0.5214285714285715,1277.53656976,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-03,Greed,1190.358719,15.261009217948718,34.95617025667449,78,7205.03,92.37217948717948,2.982829,0.358974358974359,0.47435897435897434,1187.37589,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-04,Greed,9066.169646,80.94794326785714,194.0619614646813,112,18567.68,165.78285714285715,7.22773423,0.26785714285714285,0.5357142857142857,9058.94191177,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-05,Greed,14685.787664,149.8549761632653,552.5462491949398,98,25406.1,259.2459183673469,9.32634692,0.336734693877551,0.4897959183673469,14676.46131708,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-06,Greed,389.176232,5.640235246376812,22.04096777008298,69,8956.57,129.80536231884057,2.907485,0.391304347826087,0.2318840579710145,386.268747,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-07,Greed,4008.012049,46.60479126744186,199.43547940815048,86,13732.33,159.67825581395348,3.66824976,0.23255813953488372,0.4186046511627907,4004.34379924,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-08,Greed,554.009942,5.431470019607843,16.532328859404245,102,7922.52,77.67176470588235,2.81362784,0.30392156862745096,0.4215686274509804,551.19631416,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-09,Greed,768.430838,3.6076565164319248,10.278075445542333,213,18772.08,88.1318309859155,6.79214041,0.7934272300469484,0.5915492957746479,761.63869759,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-10,Greed,980.557461,6.245588923566879,10.658639132648302,157,18780.69,119.62222929936306,5.81611154,0.7452229299363057,0.6751592356687898,974.74134946,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-11,Greed,1582.001112,17.010764645161288,65.43370104240654,93,11570.32,124.41204301075268,4.121023,0.17204301075268819,0.34408602150537637,1577.880089,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-12,Greed,5806.86932,39.50251238095238,89.22641922835794,147,22071.36,150.14530612244897,6.99886242,0.19047619047619047,0.5578231292517006,5799.87045758,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-13,Greed,1522.284412,9.82118975483871,21.696340083733656,155,13731.75,88.59193548387097,6.2494111199999995,0.535483870967742,0.45806451612903226,1516.0350008799999,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-14,Greed,13281.73126,86.24500818181818,159.6032754111828,154,28880.56,187.5361038961039,9.858389,0.2922077922077922,0.7727272727272727,13271.872871,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-15,Greed,5389.96219,39.3427897080292,99.32281093695131,137,17125.99,125.00722627737227,6.5299154,0.44525547445255476,0.49635036496350365,5383.4322746,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-16,Greed,13190.248859,57.348908082608695,126.5294746009792,230,30184.81,131.2383043478261,16.93692959,0.3695652173913043,0.6695652173913044,13173.31192941,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-17,Greed,4454.939378,24.612924740331493,70.44316768709626,181,20394.48,112.67668508287292,6.70647033,0.5414364640883977,0.430939226519337,4448.23290767,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-18,Greed,3624.489655,18.97638562827225,56.65848834828316,191,23859.85,124.92068062827224,7.0983362,0.5340314136125655,0.418848167539267,3617.3913187999997,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-19,Greed,1525.329937,7.477107534313725,29.286171439838313,204,40188.99,197.00485294117647,13.84405958,0.7794117647058824,0.39215686274509803,1511.48587742,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-20,Greed,7812.716373,40.2717338814433,99.95011271079679,194,56183.31,289.6046907216495,20.15432465,0.32989690721649484,0.5721649484536082,7792.562048350001,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-21,Greed,7465.899936,69.77476575700935,135.12243572934258,107,23041.15,215.33785046728974,8.17682398,0.24299065420560748,0.5046728971962616,7457.7231120199995,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-22,Greed,1174.025529,14.86108264556962,43.65677298582009,79,13811.95,174.83481012658228,4.77912431,0.569620253164557,0.5189873417721519,1169.24640469,Low Volume,Frequent,Inconsistent
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-23,Greed,122.889996,1.2935789052631579,3.7168009958481805,95,20168.95,212.30473684210526,7.38734551,0.9052631578947369,0.30526315789473685,115.50265049,Low Volume,Frequent,Inconsistent
